Time of Arrival,Delta Time of Arrival,Pulse Width,Power,Angle
124154,69,0.4,1.7,34
124223,69,0.4,1.7,34
124292,69,0.4,1.7,34
124361,69,0.4,1.7,34
124430,69,0.4,1.7,34
124499,69,0.4,1.7,34
124568,69,0.4,1.7,34
124637,69,0.4,1.7,34
124706,69,0.4,1.7,34
124775,69,0.4,1.7,34
124844,69,0.4,1.7,34
124913,69,0.4,1.7,34
124982,69,0.4,1.7,34
125051,69,0.4,1.7,34
125120,69,0.4,1.7,34
125281,161,0.4,1.7,34
125442,161,0.4,1.7,34
125603,161,0.4,1.7,34
125764,161,0.4,1.7,34
125925,161,0.4,1.7,34
126086,161,0.4,1.7,34
126247,161,0.4,1.7,34
126408,161,0.4,1.7,34
126569,161,0.4,1.7,34
126730,161,0.4,1.7,34
126891,161,0.4,1.7,34
127052,161,0.4,1.7,34
127213,161,0.4,1.7,34
127374,161,0.4,1.7,34
127535,161,0.4,1.7,34
127696,161,0.4,1.7,34
127857,161,0.4,1.7,34
128018,161,0.4,1.7,34
128179,161,0.4,1.7,34
128340,161,0.4,1.7,34
128501,161,0.4,1.7,34
128662,161,0.4,1.7,34
128823,161,0.4,1.7,34
128984,161,0.4,1.7,34
129145,161,0.4,1.7,34
129306,161,0.4,1.7,34
129467,161,0.4,1.7,34
129628,161,0.4,1.7,34
129789,161,0.4,1.7,34
129950,161,0.4,1.7,34
129996,46,0.4,1.7,34
130042,46,0.4,1.7,34
130088,46,0.4,1.7,34
130134,46,0.4,1.7,34
130180,46,0.4,1.7,34
130226,46,0.4,1.7,34
130272,46,0.4,1.7,34
130318,46,0.4,1.7,34
130364,46,0.4,1.7,34
130410,46,0.4,1.7,34
130456,46,0.4,1.7,34
130502,46,0.4,1.7,34
130548,46,0.4,1.7,34
130594,46,0.4,1.7,34
130640,46,0.4,1.7,34
130686,46,0.4,1.7,34
130732,46,0.4,1.7,34
130778,46,0.4,1.7,34
130824,46,0.4,1.7,34
130870,46,0.4,1.7,34
130916,46,0.4,1.7,34
130962,46,0.4,1.7,34
131008,46,0.4,1.7,34
131054,46,0.4,1.7,34
131100,46,0.4,1.7,34
131146,46,0.4,1.7,34
131192,46,0.4,1.7,34
131238,46,0.4,1.7,34
131284,46,0.4,1.7,34
131330,46,0.4,1.7,34
131652,322,0.4,1.7,34
131974,322,0.4,1.7,34
132296,322,0.4,1.7,34
132618,322,0.4,1.7,34
132940,322,0.4,1.7,34
133262,322,0.4,1.7,34
133584,322,0.4,1.7,34
133906,322,0.4,1.7,34
134228,322,0.4,1.7,34
134550,322,0.4,1.7,34
134872,322,0.4,1.7,34
135194,322,0.4,1.7,34
135516,322,0.4,1.7,34
135838,322,0.4,1.7,34
136160,322,0.4,1.7,34
136482,322,0.4,1.7,34
136804,322,0.4,1.7,34
137126,322,0.4,1.7,34
137448,322,0.4,1.7,34
137770,322,0.4,1.7,34
138092,322,0.4,1.7,34
138414,322,0.4,1.7,34
138736,322,0.4,1.7,34
139058,322,0.4,1.7,34
139380,322,0.4,1.7,34
139702,322,0.4,1.7,34
140024,322,0.4,1.7,34
140346,322,0.4,1.7,34
140668,322,0.4,1.7,34
140990,322,0.4,1.7,34
141105,115,0.4,1.7,34
141220,115,0.4,1.7,34
141335,115,0.4,1.7,34
141450,115,0.4,1.7,34
141565,115,0.4,1.7,34
141680,115,0.4,1.7,34
141795,115,0.4,1.7,34
141910,115,0.4,1.7,34
142025,115,0.4,1.7,34
142140,115,0.4,1.7,34
142255,115,0.4,1.7,34
142370,115,0.4,1.7,34
142485,115,0.4,1.7,34
142600,115,0.4,1.7,34
142715,115,0.4,1.7,34
142830,115,0.4,1.7,34
142945,115,0.4,1.7,34
143060,115,0.4,1.7,34
143175,115,0.4,1.7,34
143290,115,0.4,1.7,34
143405,115,0.4,1.7,34
143520,115,0.4,1.7,34
143635,115,0.4,1.7,34
143750,115,0.4,1.7,34
143865,115,0.4,1.7,34
143980,115,0.4,1.7,34
144095,115,0.4,1.7,34
144210,115,0.4,1.7,34
144325,115,0.4,1.7,34
144440,115,0.4,1.7,34
144509,69,0.4,1.7,34
144578,69,0.4,1.7,34
144647,69,0.4,1.7,34
144716,69,0.4,1.7,34
144785,69,0.4,1.7,34
144854,69,0.4,1.7,34
144923,69,0.4,1.7,34
144992,69,0.4,1.7,34
145061,69,0.4,1.7,34
145130,69,0.4,1.7,34
145199,69,0.4,1.7,34
145268,69,0.4,1.7,34
145337,69,0.4,1.7,34
145406,69,0.4,1.7,34
145475,69,0.4,1.7,34
145544,69,0.4,1.7,34
145613,69,0.4,1.7,34
145682,69,0.4,1.7,34
145751,69,0.4,1.7,34
145820,69,0.4,1.7,34
145889,69,0.4,1.7,34
145958,69,0.4,1.7,34
146027,69,0.4,1.7,34
146096,69,0.4,1.7,34
BUFFER 24,1024,1024,0,1
69,0,0.4,1.7,34
138,69,0.4,1.7,34
207,69,0.4,1.7,34
276,69,0.4,1.7,34
345,69,0.4,1.7,34
506,161,0.4,1.7,34
667,161,0.4,1.7,34
828,161,0.4,1.7,34
989,161,0.4,1.7,34
1150,161,0.4,1.7,34
1311,161,0.4,1.7,34
1472,161,0.4,1.7,34
1633,161,0.4,1.7,34
1794,161,0.4,1.7,34
1955,161,0.4,1.7,34
2116,161,0.4,1.7,34
2277,161,0.4,1.7,34
2438,161,0.4,1.7,34
2599,161,0.4,1.7,34
2760,161,0.4,1.7,34
2921,161,0.4,1.7,34
3082,161,0.4,1.7,34
3243,161,0.4,1.7,34
3404,161,0.4,1.7,34
3565,161,0.4,1.7,34
3726,161,0.4,1.7,34
3887,161,0.4,1.7,34
4048,161,0.4,1.7,34
4209,161,0.4,1.7,34
4370,161,0.4,1.7,34
4531,161,0.4,1.7,34
4692,161,0.4,1.7,34
4853,161,0.4,1.7,34
5014,161,0.4,1.7,34
5175,161,0.4,1.7,34
5221,46,0.4,1.7,34
5267,46,0.4,1.7,34
5313,46,0.4,1.7,34
5359,46,0.4,1.7,34
5405,46,0.4,1.7,34
5451,46,0.4,1.7,34
5497,46,0.4,1.7,34
5543,46,0.4,1.7,34
5589,46,0.4,1.7,34
5635,46,0.4,1.7,34
5681,46,0.4,1.7,34
5727,46,0.4,1.7,34
5773,46,0.4,1.7,34
5819,46,0.4,1.7,34
5865,46,0.4,1.7,34
5911,46,0.4,1.7,34
5957,46,0.4,1.7,34
6003,46,0.4,1.7,34
6049,46,0.4,1.7,34
6095,46,0.4,1.7,34
6141,46,0.4,1.7,34
6187,46,0.4,1.7,34
6233,46,0.4,1.7,34
6279,46,0.4,1.7,34
6325,46,0.4,1.7,34
6371,46,0.4,1.7,34
6417,46,0.4,1.7,34
6463,46,0.4,1.7,34
6509,46,0.4,1.7,34
6555,46,0.4,1.7,34
6877,322,0.4,1.7,34
7199,322,0.4,1.7,34
7521,322,0.4,1.7,34
7843,322,0.4,1.7,34
8165,322,0.4,1.7,34
8487,322,0.4,1.7,34
8809,322,0.4,1.7,34
9131,322,0.4,1.7,34
9453,322,0.4,1.7,34
9775,322,0.4,1.7,34
10097,322,0.4,1.7,34
10419,322,0.4,1.7,34
10741,322,0.4,1.7,34
11063,322,0.4,1.7,34
11385,322,0.4,1.7,34
11707,322,0.4,1.7,34
12029,322,0.4,1.7,34
12351,322,0.4,1.7,34
12673,322,0.4,1.7,34
12995,322,0.4,1.7,34
13317,322,0.4,1.7,34
13639,322,0.4,1.7,34
13961,322,0.4,1.7,34
14283,322,0.4,1.7,34
14605,322,0.4,1.7,34
14927,322,0.4,1.7,34
15249,322,0.4,1.7,34
15571,322,0.4,1.7,34
15893,322,0.4,1.7,34
16215,322,0.4,1.7,34
16330,115,0.4,1.7,34
16445,115,0.4,1.7,34
16560,115,0.4,1.7,34
16675,115,0.4,1.7,34
16790,115,0.4,1.7,34
16905,115,0.4,1.7,34
17020,115,0.4,1.7,34
17135,115,0.4,1.7,34
17250,115,0.4,1.7,34
17365,115,0.4,1.7,34
17480,115,0.4,1.7,34
17595,115,0.4,1.7,34
17710,115,0.4,1.7,34
17825,115,0.4,1.7,34
17940,115,0.4,1.7,34
18055,115,0.4,1.7,34
18170,115,0.4,1.7,34
18285,115,0.4,1.7,34
18400,115,0.4,1.7,34
18515,115,0.4,1.7,34
18630,115,0.4,1.7,34
18745,115,0.4,1.7,34
18860,115,0.4,1.7,34
18975,115,0.4,1.7,34
19090,115,0.4,1.7,34
19205,115,0.4,1.7,34
19320,115,0.4,1.7,34
19435,115,0.4,1.7,34
19550,115,0.4,1.7,34
19665,115,0.4,1.7,34
19734,69,0.4,1.7,34
19803,69,0.4,1.7,34
19872,69,0.4,1.7,34
19941,69,0.4,1.7,34
20010,69,0.4,1.7,34
20079,69,0.4,1.7,34
20148,69,0.4,1.7,34
20217,69,0.4,1.7,34
20286,69,0.4,1.7,34
20355,69,0.4,1.7,34
20424,69,0.4,1.7,34
20493,69,0.4,1.7,34
20562,69,0.4,1.7,34
20631,69,0.4,1.7,34
20700,69,0.4,1.7,34
20769,69,0.4,1.7,34
20838,69,0.4,1.7,34
20907,69,0.4,1.7,34
20976,69,0.4,1.7,34
21045,69,0.4,1.7,34
21114,69,0.4,1.7,34
21183,69,0.4,1.7,34
21252,69,0.4,1.7,34
21321,69,0.4,1.7,34
21390,69,0.4,1.7,34
21459,69,0.4,1.7,34
21528,69,0.4,1.7,34
21597,69,0.4,1.7,34
21666,69,0.4,1.7,34
21735,69,0.4,1.7,34
21896,161,0.4,1.7,34
22057,161,0.4,1.7,34
22218,161,0.4,1.7,34
22379,161,0.4,1.7,34
22540,161,0.4,1.7,34
22701,161,0.4,1.7,34
22862,161,0.4,1.7,34
23023,161,0.4,1.7,34
23184,161,0.4,1.7,34
23345,161,0.4,1.7,34
23506,161,0.4,1.7,34
23667,161,0.4,1.7,34
23828,161,0.4,1.7,34
23989,161,0.4,1.7,34
24150,161,0.4,1.7,34
24311,161,0.4,1.7,34
24472,161,0.4,1.7,34
24633,161,0.4,1.7,34
24794,161,0.4,1.7,34
24955,161,0.4,1.7,34
25116,161,0.4,1.7,34
25277,161,0.4,1.7,34
25438,161,0.4,1.7,34
25599,161,0.4,1.7,34
25760,161,0.4,1.7,34
25921,161,0.4,1.7,34
26082,161,0.4,1.7,34
26243,161,0.4,1.7,34
26404,161,0.4,1.7,34
26565,161,0.4,1.7,34
26611,46,0.4,1.7,34
26657,46,0.4,1.7,34
26703,46,0.4,1.7,34
26749,46,0.4,1.7,34
26795,46,0.4,1.7,34
26841,46,0.4,1.7,34
26887,46,0.4,1.7,34
26933,46,0.4,1.7,34
26979,46,0.4,1.7,34
27025,46,0.4,1.7,34
27071,46,0.4,1.7,34
27117,46,0.4,1.7,34
27163,46,0.4,1.7,34
27209,46,0.4,1.7,34
27255,46,0.4,1.7,34
27301,46,0.4,1.7,34
27347,46,0.4,1.7,34
27393,46,0.4,1.7,34
27439,46,0.4,1.7,34
27485,46,0.4,1.7,34
27531,46,0.4,1.7,34
27577,46,0.4,1.7,34
27623,46,0.4,1.7,34
27669,46,0.4,1.7,34
27715,46,0.4,1.7,34
27761,46,0.4,1.7,34
27807,46,0.4,1.7,34
27853,46,0.4,1.7,34
27899,46,0.4,1.7,34
27945,46,0.4,1.7,34
28267,322,0.4,1.7,34
28589,322,0.4,1.7,34
28911,322,0.4,1.7,34
29233,322,0.4,1.7,34
29555,322,0.4,1.7,34
29877,322,0.4,1.7,34
30199,322,0.4,1.7,34
30521,322,0.4,1.7,34
30843,322,0.4,1.7,34
31165,322,0.4,1.7,34
31487,322,0.4,1.7,34
31809,322,0.4,1.7,34
32131,322,0.4,1.7,34
32453,322,0.4,1.7,34
32775,322,0.4,1.7,34
33097,322,0.4,1.7,34
33419,322,0.4,1.7,34
33741,322,0.4,1.7,34
34063,322,0.4,1.7,34
34385,322,0.4,1.7,34
34707,322,0.4,1.7,34
35029,322,0.4,1.7,34
35351,322,0.4,1.7,34
35673,322,0.4,1.7,34
35995,322,0.4,1.7,34
36317,322,0.4,1.7,34
36639,322,0.4,1.7,34
36961,322,0.4,1.7,34
37283,322,0.4,1.7,34
37605,322,0.4,1.7,34
37720,115,0.4,1.7,34
37835,115,0.4,1.7,34
37950,115,0.4,1.7,34
38065,115,0.4,1.7,34
38180,115,0.4,1.7,34
38295,115,0.4,1.7,34
38410,115,0.4,1.7,34
38525,115,0.4,1.7,34
38640,115,0.4,1.7,34
38755,115,0.4,1.7,34
38870,115,0.4,1.7,34
38985,115,0.4,1.7,34
39100,115,0.4,1.7,34
39215,115,0.4,1.7,34
39330,115,0.4,1.7,34
39445,115,0.4,1.7,34
39560,115,0.4,1.7,34
39675,115,0.4,1.7,34
39790,115,0.4,1.7,34
39905,115,0.4,1.7,34
40020,115,0.4,1.7,34
40135,115,0.4,1.7,34
40250,115,0.4,1.7,34
40365,115,0.4,1.7,34
40480,115,0.4,1.7,34
40595,115,0.4,1.7,34
40710,115,0.4,1.7,34
40825,115,0.4,1.7,34
40940,115,0.4,1.7,34
41055,115,0.4,1.7,34
41124,69,0.4,1.7,34
41193,69,0.4,1.7,34
41262,69,0.4,1.7,34
41331,69,0.4,1.7,34
41400,69,0.4,1.7,34
41469,69,0.4,1.7,34
41538,69,0.4,1.7,34
41607,69,0.4,1.7,34
41676,69,0.4,1.7,34
41745,69,0.4,1.7,34
41814,69,0.4,1.7,34
41883,69,0.4,1.7,34
41952,69,0.4,1.7,34
42021,69,0.4,1.7,34
42090,69,0.4,1.7,34
42159,69,0.4,1.7,34
42228,69,0.4,1.7,34
42297,69,0.4,1.7,34
42366,69,0.4,1.7,34
42435,69,0.4,1.7,34
42504,69,0.4,1.7,34
42573,69,0.4,1.7,34
42642,69,0.4,1.7,34
42711,69,0.4,1.7,34
42780,69,0.4,1.7,34
42849,69,0.4,1.7,34
42918,69,0.4,1.7,34
42987,69,0.4,1.7,34
43056,69,0.4,1.7,34
43125,69,0.4,1.7,34
43286,161,0.4,1.7,34
43447,161,0.4,1.7,34
43608,161,0.4,1.7,34
43769,161,0.4,1.7,34
43930,161,0.4,1.7,34
44091,161,0.4,1.7,34
44252,161,0.4,1.7,34
44413,161,0.4,1.7,34
44574,161,0.4,1.7,34
44735,161,0.4,1.7,34
44896,161,0.4,1.7,34
45057,161,0.4,1.7,34
45218,161,0.4,1.7,34
45379,161,0.4,1.7,34
45540,161,0.4,1.7,34
45701,161,0.4,1.7,34
45862,161,0.4,1.7,34
46023,161,0.4,1.7,34
46184,161,0.4,1.7,34
46345,161,0.4,1.7,34
46506,161,0.4,1.7,34
46667,161,0.4,1.7,34
46828,161,0.4,1.7,34
46989,161,0.4,1.7,34
47150,161,0.4,1.7,34
47311,161,0.4,1.7,34
47472,161,0.4,1.7,34
47633,161,0.4,1.7,34
47794,161,0.4,1.7,34
47955,161,0.4,1.7,34
48001,46,0.4,1.7,34
48047,46,0.4,1.7,34
48093,46,0.4,1.7,34
48139,46,0.4,1.7,34
48185,46,0.4,1.7,34
48231,46,0.4,1.7,34
48277,46,0.4,1.7,34
48323,46,0.4,1.7,34
48369,46,0.4,1.7,34
48415,46,0.4,1.7,34
48461,46,0.4,1.7,34
48507,46,0.4,1.7,34
48553,46,0.4,1.7,34
48599,46,0.4,1.7,34
48645,46,0.4,1.7,34
48691,46,0.4,1.7,34
48737,46,0.4,1.7,34
48783,46,0.4,1.7,34
48829,46,0.4,1.7,34
48875,46,0.4,1.7,34
48921,46,0.4,1.7,34
48967,46,0.4,1.7,34
49013,46,0.4,1.7,34
49059,46,0.4,1.7,34
49105,46,0.4,1.7,34
49151,46,0.4,1.7,34
49197,46,0.4,1.7,34
49243,46,0.4,1.7,34
49289,46,0.4,1.7,34
49335,46,0.4,1.7,34
49657,322,0.4,1.7,34
49979,322,0.4,1.7,34
50301,322,0.4,1.7,34
50623,322,0.4,1.7,34
50945,322,0.4,1.7,34
51267,322,0.4,1.7,34
51589,322,0.4,1.7,34
51911,322,0.4,1.7,34
52233,322,0.4,1.7,34
52555,322,0.4,1.7,34
52877,322,0.4,1.7,34
53199,322,0.4,1.7,34
53521,322,0.4,1.7,34
53843,322,0.4,1.7,34
54165,322,0.4,1.7,34
54487,322,0.4,1.7,34
54809,322,0.4,1.7,34
55131,322,0.4,1.7,34
55453,322,0.4,1.7,34
55775,322,0.4,1.7,34
56097,322,0.4,1.7,34
56419,322,0.4,1.7,34
56741,322,0.4,1.7,34
57063,322,0.4,1.7,34
57385,322,0.4,1.7,34
57707,322,0.4,1.7,34
58029,322,0.4,1.7,34
58351,322,0.4,1.7,34
58673,322,0.4,1.7,34
58995,322,0.4,1.7,34
59110,115,0.4,1.7,34
59225,115,0.4,1.7,34
59340,115,0.4,1.7,34
59455,115,0.4,1.7,34
59570,115,0.4,1.7,34
59685,115,0.4,1.7,34
59800,115,0.4,1.7,34
59915,115,0.4,1.7,34
60030,115,0.4,1.7,34
60145,115,0.4,1.7,34
60260,115,0.4,1.7,34
60375,115,0.4,1.7,34
60490,115,0.4,1.7,34
60605,115,0.4,1.7,34
60720,115,0.4,1.7,34
60835,115,0.4,1.7,34
60950,115,0.4,1.7,34
61065,115,0.4,1.7,34
61180,115,0.4,1.7,34
61295,115,0.4,1.7,34
61410,115,0.4,1.7,34
61525,115,0.4,1.7,34
61640,115,0.4,1.7,34
61755,115,0.4,1.7,34
61870,115,0.4,1.7,34
61985,115,0.4,1.7,34
62100,115,0.4,1.7,34
62215,115,0.4,1.7,34
62330,115,0.4,1.7,34
62445,115,0.4,1.7,34
62514,69,0.4,1.7,34
62583,69,0.4,1.7,34
62652,69,0.4,1.7,34
62721,69,0.4,1.7,34
62790,69,0.4,1.7,34
62859,69,0.4,1.7,34
62928,69,0.4,1.7,34
62997,69,0.4,1.7,34
63066,69,0.4,1.7,34
63135,69,0.4,1.7,34
63204,69,0.4,1.7,34
63273,69,0.4,1.7,34
63342,69,0.4,1.7,34
63411,69,0.4,1.7,34
63480,69,0.4,1.7,34
63549,69,0.4,1.7,34
63618,69,0.4,1.7,34
63687,69,0.4,1.7,34
63756,69,0.4,1.7,34
63825,69,0.4,1.7,34
63894,69,0.4,1.7,34
63963,69,0.4,1.7,34
64032,69,0.4,1.7,34
64101,69,0.4,1.7,34
64170,69,0.4,1.7,34
64239,69,0.4,1.7,34
64308,69,0.4,1.7,34
64377,69,0.4,1.7,34
64446,69,0.4,1.7,34
64515,69,0.4,1.7,34
64676,161,0.4,1.7,34
64837,161,0.4,1.7,34
64998,161,0.4,1.7,34
65159,161,0.4,1.7,34
65320,161,0.4,1.7,34
65481,161,0.4,1.7,34
65642,161,0.4,1.7,34
65803,161,0.4,1.7,34
65964,161,0.4,1.7,34
66125,161,0.4,1.7,34
66286,161,0.4,1.7,34
66447,161,0.4,1.7,34
66608,161,0.4,1.7,34
66769,161,0.4,1.7,34
66930,161,0.4,1.7,34
67091,161,0.4,1.7,34
67252,161,0.4,1.7,34
67413,161,0.4,1.7,34
67574,161,0.4,1.7,34
67735,161,0.4,1.7,34
67896,161,0.4,1.7,34
68057,161,0.4,1.7,34
68218,161,0.4,1.7,34
68379,161,0.4,1.7,34
68540,161,0.4,1.7,34
68701,161,0.4,1.7,34
68862,161,0.4,1.7,34
69023,161,0.4,1.7,34
69184,161,0.4,1.7,34
69345,161,0.4,1.7,34
69391,46,0.4,1.7,34
69437,46,0.4,1.7,34
69483,46,0.4,1.7,34
69529,46,0.4,1.7,34
69575,46,0.4,1.7,34
69621,46,0.4,1.7,34
69667,46,0.4,1.7,34
69713,46,0.4,1.7,34
69759,46,0.4,1.7,34
69805,46,0.4,1.7,34
69851,46,0.4,1.7,34
69897,46,0.4,1.7,34
69943,46,0.4,1.7,34
69989,46,0.4,1.7,34
70035,46,0.4,1.7,34
70081,46,0.4,1.7,34
70127,46,0.4,1.7,34
70173,46,0.4,1.7,34
70219,46,0.4,1.7,34
70265,46,0.4,1.7,34
70311,46,0.4,1.7,34
70357,46,0.4,1.7,34
70403,46,0.4,1.7,34
70449,46,0.4,1.7,34
70495,46,0.4,1.7,34
70541,46,0.4,1.7,34
70587,46,0.4,1.7,34
70633,46,0.4,1.7,34
70679,46,0.4,1.7,34
70725,46,0.4,1.7,34
71047,322,0.4,1.7,34
71369,322,0.4,1.7,34
71691,322,0.4,1.7,34
72013,322,0.4,1.7,34
72335,322,0.4,1.7,34
72657,322,0.4,1.7,34
72979,322,0.4,1.7,34
73301,322,0.4,1.7,34
73623,322,0.4,1.7,34
73945,322,0.4,1.7,34
74267,322,0.4,1.7,34
74589,322,0.4,1.7,34
74911,322,0.4,1.7,34
75233,322,0.4,1.7,34
75555,322,0.4,1.7,34
75877,322,0.4,1.7,34
76199,322,0.4,1.7,34
76521,322,0.4,1.7,34
76843,322,0.4,1.7,34
77165,322,0.4,1.7,34
77487,322,0.4,1.7,34
77809,322,0.4,1.7,34
78131,322,0.4,1.7,34
78453,322,0.4,1.7,34
78775,322,0.4,1.7,34
79097,322,0.4,1.7,34
79419,322,0.4,1.7,34
79741,322,0.4,1.7,34
80063,322,0.4,1.7,34
80385,322,0.4,1.7,34
80500,115,0.4,1.7,34
80615,115,0.4,1.7,34
80730,115,0.4,1.7,34
80845,115,0.4,1.7,34
80960,115,0.4,1.7,34
81075,115,0.4,1.7,34
81190,115,0.4,1.7,34
81305,115,0.4,1.7,34
81420,115,0.4,1.7,34
81535,115,0.4,1.7,34
81650,115,0.4,1.7,34
81765,115,0.4,1.7,34
81880,115,0.4,1.7,34
81995,115,0.4,1.7,34
82110,115,0.4,1.7,34
82225,115,0.4,1.7,34
82340,115,0.4,1.7,34
82455,115,0.4,1.7,34
82570,115,0.4,1.7,34
82685,115,0.4,1.7,34
82800,115,0.4,1.7,34
82915,115,0.4,1.7,34
83030,115,0.4,1.7,34
83145,115,0.4,1.7,34
83260,115,0.4,1.7,34
83375,115,0.4,1.7,34
83490,115,0.4,1.7,34
83605,115,0.4,1.7,34
83720,115,0.4,1.7,34
83835,115,0.4,1.7,34
83904,69,0.4,1.7,34
83973,69,0.4,1.7,34
84042,69,0.4,1.7,34
84111,69,0.4,1.7,34
84180,69,0.4,1.7,34
84249,69,0.4,1.7,34
84318,69,0.4,1.7,34
84387,69,0.4,1.7,34
84456,69,0.4,1.7,34
84525,69,0.4,1.7,34
84594,69,0.4,1.7,34
84663,69,0.4,1.7,34
84732,69,0.4,1.7,34
84801,69,0.4,1.7,34
84870,69,0.4,1.7,34
84939,69,0.4,1.7,34
85008,69,0.4,1.7,34
85077,69,0.4,1.7,34
85146,69,0.4,1.7,34
85215,69,0.4,1.7,34
85284,69,0.4,1.7,34
85353,69,0.4,1.7,34
85422,69,0.4,1.7,34
85491,69,0.4,1.7,34
85560,69,0.4,1.7,34
85629,69,0.4,1.7,34
85698,69,0.4,1.7,34
85767,69,0.4,1.7,34
85836,69,0.4,1.7,34
85905,69,0.4,1.7,34
86066,161,0.4,1.7,34
86227,161,0.4,1.7,34
86388,161,0.4,1.7,34
86549,161,0.4,1.7,34
86710,161,0.4,1.7,34
86871,161,0.4,1.7,34
87032,161,0.4,1.7,34
87193,161,0.4,1.7,34
87354,161,0.4,1.7,34
87515,161,0.4,1.7,34
87676,161,0.4,1.7,34
87837,161,0.4,1.7,34
87998,161,0.4,1.7,34
88159,161,0.4,1.7,34
88320,161,0.4,1.7,34
88481,161,0.4,1.7,34
88642,161,0.4,1.7,34
88803,161,0.4,1.7,34
88964,161,0.4,1.7,34
89125,161,0.4,1.7,34
89286,161,0.4,1.7,34
89447,161,0.4,1.7,34
89608,161,0.4,1.7,34
89769,161,0.4,1.7,34
89930,161,0.4,1.7,34
90091,161,0.4,1.7,34
90252,161,0.4,1.7,34
90413,161,0.4,1.7,34
90574,161,0.4,1.7,34
90735,161,0.4,1.7,34
90781,46,0.4,1.7,34
90827,46,0.4,1.7,34
90873,46,0.4,1.7,34
90919,46,0.4,1.7,34
90965,46,0.4,1.7,34
91011,46,0.4,1.7,34
91057,46,0.4,1.7,34
91103,46,0.4,1.7,34
91149,46,0.4,1.7,34
91195,46,0.4,1.7,34
91241,46,0.4,1.7,34
91287,46,0.4,1.7,34
91333,46,0.4,1.7,34
91379,46,0.4,1.7,34
91425,46,0.4,1.7,34
91471,46,0.4,1.7,34
91517,46,0.4,1.7,34
91563,46,0.4,1.7,34
91609,46,0.4,1.7,34
91655,46,0.4,1.7,34
91701,46,0.4,1.7,34
91747,46,0.4,1.7,34
91793,46,0.4,1.7,34
91839,46,0.4,1.7,34
91885,46,0.4,1.7,34
91931,46,0.4,1.7,34
91977,46,0.4,1.7,34
92023,46,0.4,1.7,34
92069,46,0.4,1.7,34
92115,46,0.4,1.7,34
92437,322,0.4,1.7,34
92759,322,0.4,1.7,34
93081,322,0.4,1.7,34
93403,322,0.4,1.7,34
93725,322,0.4,1.7,34
94047,322,0.4,1.7,34
94369,322,0.4,1.7,34
94691,322,0.4,1.7,34
95013,322,0.4,1.7,34
95335,322,0.4,1.7,34
95657,322,0.4,1.7,34
95979,322,0.4,1.7,34
96301,322,0.4,1.7,34
96623,322,0.4,1.7,34
96945,322,0.4,1.7,34
97267,322,0.4,1.7,34
97589,322,0.4,1.7,34
97911,322,0.4,1.7,34
98233,322,0.4,1.7,34
98555,322,0.4,1.7,34
98877,322,0.4,1.7,34
99199,322,0.4,1.7,34
99521,322,0.4,1.7,34
99843,322,0.4,1.7,34
100165,322,0.4,1.7,34
100487,322,0.4,1.7,34
100809,322,0.4,1.7,34
101131,322,0.4,1.7,34
101453,322,0.4,1.7,34
101775,322,0.4,1.7,34
101890,115,0.4,1.7,34
102005,115,0.4,1.7,34
102120,115,0.4,1.7,34
102235,115,0.4,1.7,34
102350,115,0.4,1.7,34
102465,115,0.4,1.7,34
102580,115,0.4,1.7,34
102695,115,0.4,1.7,34
102810,115,0.4,1.7,34
102925,115,0.4,1.7,34
103040,115,0.4,1.7,34
103155,115,0.4,1.7,34
103270,115,0.4,1.7,34
103385,115,0.4,1.7,34
103500,115,0.4,1.7,34
103615,115,0.4,1.7,34
103730,115,0.4,1.7,34
103845,115,0.4,1.7,34
103960,115,0.4,1.7,34
104075,115,0.4,1.7,34
104190,115,0.4,1.7,34
104305,115,0.4,1.7,34
104420,115,0.4,1.7,34
104535,115,0.4,1.7,34
104650,115,0.4,1.7,34
104765,115,0.4,1.7,34
104880,115,0.4,1.7,34
104995,115,0.4,1.7,34
105110,115,0.4,1.7,34
105225,115,0.4,1.7,34
105294,69,0.4,1.7,34
105363,69,0.4,1.7,34
105432,69,0.4,1.7,34
105501,69,0.4,1.7,34
105570,69,0.4,1.7,34
105639,69,0.4,1.7,34
105708,69,0.4,1.7,34
105777,69,0.4,1.7,34
105846,69,0.4,1.7,34
105915,69,0.4,1.7,34
105984,69,0.4,1.7,34
106053,69,0.4,1.7,34
106122,69,0.4,1.7,34
106191,69,0.4,1.7,34
106260,69,0.4,1.7,34
106329,69,0.4,1.7,34
106398,69,0.4,1.7,34
106467,69,0.4,1.7,34
106536,69,0.4,1.7,34
106605,69,0.4,1.7,34
106674,69,0.4,1.7,34
106743,69,0.4,1.7,34
106812,69,0.4,1.7,34
106881,69,0.4,1.7,34
106950,69,0.4,1.7,34
107019,69,0.4,1.7,34
107088,69,0.4,1.7,34
107157,69,0.4,1.7,34
107226,69,0.4,1.7,34
107295,69,0.4,1.7,34
107456,161,0.4,1.7,34
107617,161,0.4,1.7,34
107778,161,0.4,1.7,34
107939,161,0.4,1.7,34
108100,161,0.4,1.7,34
108261,161,0.4,1.7,34
108422,161,0.4,1.7,34
108583,161,0.4,1.7,34
108744,161,0.4,1.7,34
108905,161,0.4,1.7,34
109066,161,0.4,1.7,34
109227,161,0.4,1.7,34
109388,161,0.4,1.7,34
109549,161,0.4,1.7,34
109710,161,0.4,1.7,34
109871,161,0.4,1.7,34
